asn,filtering,confidence,source,category
264216,unknown,0.0062,APNIC,
266049,unknown,0.0062,APNIC,
265249,unknown,0.0062,APNIC,
265249,unknown,1.0,ROVISTA,
262907,unknown,0.0062,APNIC,
4230,unknown,0.0062,APNIC,
53006,unknown,0.0062,APNIC,
267074,unknown,0.0062,APNIC,
266243,unknown,0.0062,APNIC,
263097,unknown,0.0060999999999999995,APNIC,
269719,unknown,0.0060999999999999995,APNIC,
268077,unknown,0.0060999999999999995,APNIC,
262643,unknown,0.0060999999999999995,APNIC,
264163,unknown,0.0060999999999999995,APNIC,
264169,unknown,0.0060999999999999995,APNIC,
263569,unknown,0.0060999999999999995,APNIC,
269506,unknown,0.0060999999999999995,APNIC,
262680,unknown,0.006,APNIC,
266389,unknown,0.006,APNIC,
269616,unknown,0.006,APNIC,
262691,unknown,0.006,APNIC,
264486,unknown,0.006,APNIC,
267411,unknown,0.0059,APNIC,
264943,unknown,0.0059,APNIC,
11844,unknown,0.0059,APNIC,
263935,unknown,0.0059,APNIC,
52663,unknown,0.0058,APNIC,
61694,unknown,0.0058,APNIC,
266197,unknown,0.0058,APNIC,
269084,unknown,0.0058,APNIC,
263878,unknown,0.0058,APNIC,
52951,unknown,0.0058,APNIC,
52865,unknown,0.0058,APNIC,
263934,unknown,0.0058,APNIC,
265234,unknown,0.0058,APNIC,
262404,unknown,0.0058,APNIC,
268106,unknown,0.0058,APNIC,
28264,unknown,0.0058,APNIC,
262391,unknown,0.005699999999999999,APNIC,
52866,unknown,0.005699999999999999,APNIC,
61876,unknown,0.005699999999999999,APNIC,
52601,unknown,0.005699999999999999,APNIC,
270237,unknown,0.005699999999999999,APNIC,
269077,unknown,0.005699999999999999,APNIC,
266650,unknown,0.005699999999999999,APNIC,
265311,unknown,0.005699999999999999,APNIC,
28224,unknown,0.005699999999999999,APNIC,
266021,unknown,0.005699999999999999,APNIC,
264259,unknown,0.005699999999999999,APNIC,
28669,unknown,0.005699999999999999,APNIC,
268432,unknown,0.005600000000000001,APNIC,
52759,unknown,0.005600000000000001,APNIC,
263573,unknown,0.005600000000000001,APNIC,
267321,unknown,0.005600000000000001,APNIC,
270592,unknown,0.005600000000000001,APNIC,
263534,unknown,0.005600000000000001,APNIC,
266414,unknown,0.005600000000000001,APNIC,
267567,unknown,0.005600000000000001,APNIC,
267404,unknown,0.005600000000000001,APNIC,
262784,unknown,0.005600000000000001,APNIC,
264112,unknown,0.005600000000000001,APNIC,
271070,unknown,0.005600000000000001,APNIC,
265902,unknown,0.005600000000000001,APNIC,
264064,unknown,0.005600000000000001,APNIC,
266236,unknown,0.005600000000000001,APNIC,
267031,unknown,0.0055000000000000005,APNIC,
263476,unknown,0.0055000000000000005,APNIC,
263476,unknown,0.30769232,ROVISTA,
52809,unknown,0.0055000000000000005,APNIC,
267513,unknown,0.0055000000000000005,APNIC,
268858,unknown,0.0055000000000000005,APNIC,
265055,unknown,0.0055000000000000005,APNIC,
52758,unknown,0.0055000000000000005,APNIC,
262753,unknown,0.0055000000000000005,APNIC,
270989,unknown,0.0054,APNIC,
52709,unknown,0.0054,APNIC,
271152,unknown,0.0054,APNIC,
267343,unknown,0.0054,APNIC,
61862,unknown,0.0054,APNIC,
53062,unknown,0.0054,APNIC,
264288,unknown,0.0053,APNIC,
271329,unknown,0.0053,APNIC,
61917,unknown,0.0053,APNIC,
262725,unknown,0.0053,APNIC,
262725,unknown,1.0,ROVISTA,
52995,unknown,0.0053,APNIC,
263135,unknown,0.0053,APNIC,
266104,unknown,0.0053,APNIC,
22706,unknown,0.0052,APNIC,
22706,unknown,1.0,ROVISTA,
264439,unknown,0.0052,APNIC,
264100,unknown,0.0052,APNIC,
267318,unknown,0.0052,APNIC,
270485,unknown,0.0052,APNIC,
264106,unknown,0.0052,APNIC,
271120,unknown,0.0052,APNIC,
269311,unknown,0.0052,APNIC,
52742,unknown,0.0052,APNIC,
262378,unknown,0.0052,APNIC,
267336,unknown,0.0052,APNIC,
267345,unknown,0.0052,APNIC,
52858,unknown,0.0052,APNIC,
267106,unknown,0.0052,APNIC,
267106,unknown,1.0,ROVISTA,
267964,unknown,0.0052,APNIC,
263153,unknown,0.0052,APNIC,
61858,unknown,0.0052,APNIC,
61826,unknown,0.0051,APNIC,
61761,unknown,0.0051,APNIC,
264448,unknown,0.0051,APNIC,
263864,unknown,0.0051,APNIC,
262544,unknown,0.0051,APNIC,
268869,unknown,0.0051,APNIC,
53118,unknown,0.0051,APNIC,
262381,unknown,0.0051,APNIC,
52705,unknown,0.0051,APNIC,
271387,unknown,0.0051,APNIC,
53142,unknown,0.005,APNIC,
264930,unknown,0.005,APNIC,
268817,unknown,0.005,APNIC,
269437,unknown,0.005,APNIC,
271340,unknown,0.005,APNIC,
61687,unknown,0.005,APNIC,
270751,unknown,0.005,APNIC,
268076,unknown,0.005,APNIC,
28359,unknown,0.005,APNIC,
52829,unknown,0.005,APNIC,
267535,unknown,0.005,APNIC,
270777,unknown,0.005,APNIC,
262898,unknown,0.005,APNIC,
262274,unknown,0.005,APNIC,
28249,unknown,0.005,APNIC,
267546,unknown,0.005,APNIC,
266260,unknown,0.0049,APNIC,
270587,unknown,0.0049,APNIC,
264022,unknown,0.0049,APNIC,
265432,unknown,0.0049,APNIC,
262304,unknown,0.0049,APNIC,
61854,unknown,0.0049,APNIC,
263945,unknown,0.0049,APNIC,
262505,unknown,0.0049,APNIC,
52699,unknown,0.0049,APNIC,
263346,unknown,0.0048,APNIC,
266616,unknown,0.0048,APNIC,
28126,unknown,0.0048,APNIC,
28126,unknown,0.29032257,ROVISTA,
265093,unknown,0.0048,APNIC,
267633,unknown,0.0048,APNIC,
264158,unknown,0.0048,APNIC,
266240,unknown,0.0048,APNIC,
264001,unknown,0.0048,APNIC,
263137,unknown,0.0048,APNIC,
264589,unknown,0.0048,APNIC,
61910,unknown,0.0048,APNIC,
265294,unknown,0.0048,APNIC,
266238,unknown,0.0048,APNIC,
266304,unknown,0.0048,APNIC,
265194,unknown,0.004699999999999999,APNIC,
270804,unknown,0.004699999999999999,APNIC,
269312,unknown,0.004699999999999999,APNIC,
52817,unknown,0.004699999999999999,APNIC,
53160,unknown,0.004699999999999999,APNIC,
266332,unknown,0.004699999999999999,APNIC,
264525,unknown,0.004699999999999999,APNIC,
266514,unknown,0.004699999999999999,APNIC,
268430,unknown,0.004699999999999999,APNIC,
270677,unknown,0.004699999999999999,APNIC,
61745,unknown,0.004699999999999999,APNIC,
265320,unknown,0.004699999999999999,APNIC,
267203,unknown,0.004699999999999999,APNIC,
265300,unknown,0.0046,APNIC,
264912,unknown,0.0046,APNIC,
269194,unknown,0.0046,APNIC,
262360,unknown,0.0046,APNIC,
269051,unknown,0.0045000000000000005,APNIC,
266002,unknown,0.0045000000000000005,APNIC,
266924,unknown,0.0045000000000000005,APNIC,
269504,unknown,0.0045000000000000005,APNIC,
270441,unknown,0.0045000000000000005,APNIC,
269712,unknown,0.0045000000000000005,APNIC,
269417,unknown,0.0045000000000000005,APNIC,
263903,unknown,0.0045000000000000005,APNIC,
265485,unknown,0.0045000000000000005,APNIC,
265472,unknown,0.0045000000000000005,APNIC,
264453,unknown,0.0044,APNIC,
263652,unknown,0.0044,APNIC,
265329,unknown,0.0044,APNIC,
272449,unknown,0.0044,APNIC,
266935,unknown,0.0044,APNIC,
266626,unknown,0.0044,APNIC,
264278,unknown,0.0044,APNIC,
52905,unknown,0.0044,APNIC,
264119,unknown,0.0044,APNIC,
264449,unknown,0.0044,APNIC,
266152,unknown,0.0044,APNIC,
266095,unknown,0.0043,APNIC,
268062,unknown,0.0043,APNIC,
268155,unknown,0.0043,APNIC,
28287,unknown,0.0043,APNIC,
28287,unknown,1.0,ROVISTA,
265936,unknown,0.0043,APNIC,
262607,unknown,0.0043,APNIC,
52721,unknown,0.0043,APNIC,
52721,unknown,1.0,ROVISTA,
268101,unknown,0.0043,APNIC,
263985,unknown,0.0043,APNIC,
264297,unknown,0.0043,APNIC,
266366,unknown,0.0043,APNIC,
61873,unknown,0.0043,APNIC,
262700,unknown,0.0042,APNIC,
53096,unknown,0.0042,APNIC,
262754,unknown,0.0042,APNIC,
61851,unknown,0.0042,APNIC,
263943,unknown,0.0042,APNIC,
52862,unknown,0.0042,APNIC,
266215,unknown,0.0042,APNIC,
263351,unknown,0.0042,APNIC,
264275,unknown,0.0042,APNIC,
262669,unknown,0.0042,APNIC,
262300,unknown,0.0040999999999999995,APNIC,
262300,unknown,0.4516129,ROVISTA,
267332,unknown,0.0040999999999999995,APNIC,
264042,unknown,0.0040999999999999995,APNIC,
263146,unknown,0.0040999999999999995,APNIC,
52908,unknown,0.0040999999999999995,APNIC,
52566,unknown,0.0040999999999999995,APNIC,
28349,unknown,0.0040999999999999995,APNIC,
61689,unknown,0.0040999999999999995,APNIC,
264564,unknown,0.0040999999999999995,APNIC,
22689,unknown,0.0040999999999999995,APNIC,
52714,unknown,0.004,APNIC,
61884,unknown,0.004,APNIC,
264137,unknown,0.004,APNIC,
262468,unknown,0.004,APNIC,
262543,unknown,0.004,APNIC,
262617,unknown,0.004,APNIC,
266436,unknown,0.004,APNIC,
52941,unknown,0.004,APNIC,
52944,unknown,0.0039000000000000003,APNIC,
61888,unknown,0.0039000000000000003,APNIC,
267594,unknown,0.0039000000000000003,APNIC,
265015,unknown,0.0039000000000000003,APNIC,
271547,unknown,0.0039000000000000003,APNIC,
264069,unknown,0.0039000000000000003,APNIC,
263582,unknown,0.0039000000000000003,APNIC,
263443,unknown,0.0039000000000000003,APNIC,
267186,unknown,0.0039000000000000003,APNIC,
263405,unknown,0.0038,APNIC,
28258,unknown,0.0038,APNIC,
271724,unknown,0.0038,APNIC,
269433,unknown,0.0038,APNIC,
269416,unknown,0.0038,APNIC,
270868,unknown,0.0038,APNIC,
28658,unknown,0.0038,APNIC,
263978,unknown,0.0038,APNIC,
52559,unknown,0.0038,APNIC,
263057,unknown,0.0037,APNIC,
263057,unknown,0.1923077,ROVISTA,
267587,unknown,0.0037,APNIC,
28160,unknown,0.0037,APNIC,
262476,unknown,0.0037,APNIC,
267573,unknown,0.0037,APNIC,
266534,unknown,0.0037,APNIC,
262369,unknown,0.0037,APNIC,
264565,unknown,0.0037,APNIC,
52928,unknown,0.0037,APNIC,
270360,unknown,0.0037,APNIC,
267672,unknown,0.0037,APNIC,
52527,unknown,0.0036,APNIC,
61937,unknown,0.0036,APNIC,
262755,unknown,0.0036,APNIC,
269713,unknown,0.0036,APNIC,
265192,unknown,0.0036,APNIC,
265197,unknown,0.0036,APNIC,
268930,unknown,0.0036,APNIC,
265407,unknown,0.0034999999999999996,APNIC,
28131,unknown,0.0034999999999999996,APNIC,
264436,unknown,0.0034999999999999996,APNIC,
268700,unknown,0.0034999999999999996,APNIC,
26615,unknown,0.0034999999999999996,APNIC,
266551,unknown,0.0034999999999999996,APNIC,
262491,unknown,0.0034999999999999996,APNIC,
262865,unknown,0.0034999999999999996,APNIC,
267263,unknown,0.0034999999999999996,APNIC,
28624,unknown,0.0034999999999999996,APNIC,
262485,unknown,0.0034999999999999996,APNIC,
7738,unknown,0.0034999999999999996,APNIC,
53132,unknown,0.0034999999999999996,APNIC,
264997,unknown,0.0034000000000000002,APNIC,
264307,unknown,0.0034000000000000002,APNIC,
263517,unknown,0.0034000000000000002,APNIC,
262847,unknown,0.0034000000000000002,APNIC,
268674,unknown,0.0034000000000000002,APNIC,
262493,unknown,0.0034000000000000002,APNIC,
262749,unknown,0.0034000000000000002,APNIC,
263047,unknown,0.0034000000000000002,APNIC,
267484,unknown,0.0033,APNIC,
264367,unknown,0.0033,APNIC,
263411,unknown,0.0033,APNIC,
263411,unknown,0.23076923000000002,ROVISTA,
52824,unknown,0.0033,APNIC,
28368,unknown,0.0033,APNIC,
267611,unknown,0.0033,APNIC,
262514,unknown,0.0033,APNIC,
269527,unknown,0.0032,APNIC,
264496,unknown,0.0032,APNIC,
264514,unknown,0.0032,APNIC,
263151,unknown,0.0032,APNIC,
273683,unknown,0.0032,APNIC,
264337,unknown,0.0032,APNIC,
269275,unknown,0.0032,APNIC,
263671,unknown,0.0031,APNIC,
262459,unknown,0.0031,APNIC,
266943,unknown,0.0031,APNIC,
268960,unknown,0.0031,APNIC,
269499,unknown,0.0031,APNIC,
271324,unknown,0.0031,APNIC,
262734,unknown,0.0031,APNIC,
268659,unknown,0.0031,APNIC,
28284,unknown,0.0031,APNIC,
264186,unknown,0.0031,APNIC,
271646,unknown,0.003,APNIC,
262282,unknown,0.003,APNIC,
263648,unknown,0.003,APNIC,
270716,unknown,0.003,APNIC,
52611,unknown,0.003,APNIC,
268200,unknown,0.003,APNIC,
265130,unknown,0.003,APNIC,
52956,unknown,0.003,APNIC,
52956,unknown,0.2580645,ROVISTA,
263484,unknown,0.0029,APNIC,
268608,unknown,0.0029,APNIC,
268314,unknown,0.0029,APNIC,
268503,unknown,0.0029,APNIC,
61786,unknown,0.0029,APNIC,
268324,unknown,0.0029,APNIC,
267530,unknown,0.0029,APNIC,
262316,unknown,0.0029,APNIC,
263262,unknown,0.0029,APNIC,
52689,unknown,0.0028000000000000004,APNIC,
265139,unknown,0.0028000000000000004,APNIC,
265135,unknown,0.0028000000000000004,APNIC,
263641,unknown,0.0028000000000000004,APNIC,
53045,unknown,0.0028000000000000004,APNIC,
269128,unknown,0.0028000000000000004,APNIC,
262532,unknown,0.0028000000000000004,APNIC,
263634,unknown,0.0028000000000000004,APNIC,
268872,unknown,0.0028000000000000004,APNIC,
262606,unknown,0.0028000000000000004,APNIC,
262521,unknown,0.0027,APNIC,
266058,unknown,0.0027,APNIC,
266058,unknown,1.0,ROVISTA,
265279,unknown,0.0027,APNIC,
265019,unknown,0.0027,APNIC,
266284,unknown,0.0027,APNIC,
266284,unknown,0.31034482,ROVISTA,
264926,unknown,0.0027,APNIC,
271514,unknown,0.0027,APNIC,
53196,unknown,0.0027,APNIC,
265066,unknown,0.0027,APNIC,
266948,unknown,0.0026,APNIC,
262492,unknown,0.0026,APNIC,
270358,unknown,0.0026,APNIC,
262634,unknown,0.0026,APNIC,
262634,unknown,0.48387095,ROVISTA,
266136,unknown,0.0026,APNIC,
28667,unknown,0.0026,APNIC,
52687,unknown,0.0026,APNIC,
268207,unknown,0.0026,APNIC,
8167,unknown,0.0026,APNIC,
269597,unknown,0.0026,APNIC,
52991,unknown,0.0026,APNIC,
263879,unknown,0.0026,APNIC,
263596,unknown,0.0026,APNIC,
28598,unknown,0.0026,APNIC,
61680,unknown,0.0026,APNIC,
266353,unknown,0.0026,APNIC,
266441,unknown,0.0026,APNIC,
52660,unknown,0.0026,APNIC,
263926,unknown,0.0026,APNIC,
268011,unknown,0.0026,APNIC,
263544,unknown,0.0026,APNIC,
269662,unknown,0.0025,APNIC,
263022,unknown,0.0025,APNIC,
263022,unknown,1.0,ROVISTA,
264025,unknown,0.0025,APNIC,
53236,unknown,0.0025,APNIC,
269539,unknown,0.0025,APNIC,
272730,unknown,0.0025,APNIC,
266192,unknown,0.0025,APNIC,
28125,unknown,0.0024,APNIC,
263024,unknown,0.0024,APNIC,
262494,unknown,0.0024,APNIC,
262952,unknown,0.0024,APNIC,
263432,unknown,0.0024,APNIC,
53184,unknown,0.0024,APNIC,
263338,unknown,0.0024,APNIC,
28292,unknown,0.0024,APNIC,
264160,unknown,0.0024,APNIC,
262773,unknown,0.0023,APNIC,
52609,unknown,0.0023,APNIC,
265484,unknown,0.0023,APNIC,
265335,unknown,0.0023,APNIC,
266460,unknown,0.0023,APNIC,
28191,unknown,0.0023,APNIC,
270664,unknown,0.0023,APNIC,
266475,unknown,0.0023,APNIC,
265363,unknown,0.0023,APNIC,
263650,unknown,0.0023,APNIC,
267475,unknown,0.0023,APNIC,
262346,unknown,0.0022,APNIC,
52901,unknown,0.0022,APNIC,
269384,unknown,0.0022,APNIC,
28360,unknown,0.0022,APNIC,
266445,unknown,0.0022,APNIC,
264996,unknown,0.0022,APNIC,
52771,unknown,0.0021,APNIC,
61934,unknown,0.0021,APNIC,
263327,unknown,0.0021,APNIC,
264033,unknown,0.0021,APNIC,
264294,unknown,0.0021,APNIC,
262765,unknown,0.0021,APNIC,
263361,unknown,0.0021,APNIC,
52940,unknown,0.0021,APNIC,
53143,unknown,0.0021,APNIC,
52544,unknown,0.0021,APNIC,
262832,unknown,0.0021,APNIC,
262604,unknown,0.002,APNIC,
28202,unknown,0.002,APNIC,
263520,unknown,0.002,APNIC,
265038,unknown,0.002,APNIC,
269553,unknown,0.002,APNIC,
263629,unknown,0.002,APNIC,
61754,unknown,0.002,APNIC,
267335,unknown,0.002,APNIC,
262481,unknown,0.0019,APNIC,
268323,unknown,0.0019,APNIC,
266454,unknown,0.0019,APNIC,
263271,unknown,0.0019,APNIC,
262777,unknown,0.0019,APNIC,
263656,unknown,0.0019,APNIC,
52654,unknown,0.0019,APNIC,
52783,unknown,0.0019,APNIC,
61794,unknown,0.0019,APNIC,
61592,unknown,0.0018,APNIC,
262462,unknown,0.0018,APNIC,
52613,unknown,0.0018,APNIC,
53152,unknown,0.0018,APNIC,
28201,unknown,0.0018,APNIC,
28300,unknown,0.0018,APNIC,
53209,unknown,0.0017000000000000001,APNIC,
28210,unknown,0.0017000000000000001,APNIC,
266356,unknown,0.0017000000000000001,APNIC,
61942,unknown,0.0017000000000000001,APNIC,
28171,unknown,0.0017000000000000001,APNIC,
262588,unknown,0.0016,APNIC,
262807,unknown,0.0016,APNIC,
262807,unknown,0.26923078,ROVISTA,
52682,unknown,0.0016,APNIC,
265126,unknown,0.0016,APNIC,
52729,unknown,0.0016,APNIC,
28668,unknown,0.0016,APNIC,
53175,unknown,0.0015,APNIC,
262444,unknown,0.0015,APNIC,
28635,unknown,0.0015,APNIC,
28573,unknown,0.0015,APNIC,
262729,unknown,0.0015,APNIC,
52637,unknown,0.0015,APNIC,
262880,unknown,0.0015,APNIC,
262569,unknown,0.0015,APNIC,
264111,unknown,0.0015,APNIC,
53078,unknown,0.0014000000000000002,APNIC,
265911,unknown,0.0014000000000000002,APNIC,
14868,unknown,0.0014000000000000002,APNIC,
262642,unknown,0.0014000000000000002,APNIC,
28130,unknown,0.0014000000000000002,APNIC,
267575,unknown,0.0014000000000000002,APNIC,
264397,unknown,0.0014000000000000002,APNIC,
28649,unknown,0.0014000000000000002,APNIC,
266044,unknown,0.0013,APNIC,
271484,unknown,0.0013,APNIC,
28153,unknown,0.0013,APNIC,
263026,unknown,0.0013,APNIC,
52683,unknown,0.0013,APNIC,
263980,unknown,0.0013,APNIC,
266539,unknown,0.0012,APNIC,
265261,unknown,0.0012,APNIC,
53080,unknown,0.0012,APNIC,
53080,unknown,1.0,ROVISTA,
263073,unknown,0.0012,APNIC,
262673,unknown,0.0012,APNIC,
53167,unknown,0.0011,APNIC,
53167,unknown,1.0,ROVISTA,
52932,unknown,0.0011,APNIC,
28652,unknown,0.0011,APNIC,
262785,unknown,0.0011,APNIC,
271325,unknown,0.001,APNIC,
28615,unknown,0.001,APNIC,
268976,unknown,0.001,APNIC,
28283,unknown,0.001,APNIC,
263470,unknown,0.001,APNIC,
264344,unknown,0.001,APNIC,
269036,unknown,0.001,APNIC,
262285,unknown,0.0009,APNIC,
28656,unknown,0.0009,APNIC,
28260,unknown,0.0009,APNIC,
263292,unknown,0.0009,APNIC,
262999,unknown,0.0009,APNIC,
28182,unknown,0.0009,APNIC,
53246,unknown,0.0009,APNIC,
28183,unknown,0.0008,APNIC,
61588,unknown,0.0008,APNIC,
262365,unknown,0.0008,APNIC,
264228,unknown,0.0007000000000000001,APNIC,
53066,unknown,0.0007000000000000001,APNIC,
28294,unknown,0.0004,APNIC,
262354,unknown,0.0004,APNIC,
206283,unknown,1.0,APNIC,
206283,unknown,1.0,ROVISTA,
328088,unknown,0.30329999999999996,APNIC,
37329,unknown,0.1623,APNIC,
56696,unknown,0.111,APNIC,
37184,unknown,0.0565,APNIC,
327770,unknown,0.051500000000000004,APNIC,
327863,unknown,0.042300000000000004,APNIC,
37204,unknown,0.0414,APNIC,
37183,unknown,0.0332,APNIC,
31856,unknown,0.0182,APNIC,
37189,unknown,0.0167,APNIC,
37123,unknown,0.0125,APNIC,
30969,unknown,0.008199999999999999,APNIC,
10101,unknown,0.4653,APNIC,
10094,unknown,0.0014000000000000002,APNIC,
134783,unknown,0.0722,APNIC,
13122,unknown,0.0839,APNIC,
13122,unknown,0.9354838999999999,ROVISTA,
15766,unknown,0.0159,APNIC,
8680,unknown,0.0031,APNIC,
53764,unknown,0.9984000000000001,APNIC,
11992,unknown,0.9865999999999999,APNIC,
11992,unknown,1.0,ROVISTA,
14638,unknown,0.1531,APNIC,
14638,unknown,0.3548387,ROVISTA,
23550,unknown,0.011200000000000002,APNIC,
30526,unknown,0.0032,APNIC,
10396,unknown,0.0031,APNIC,
8681,unknown,0.075,APNIC,
8681,unknown,0.9354838999999999,ROVISTA,
210298,unknown,1.0,APNIC,
49234,unknown,1.0,APNIC,
201011,unknown,1.0,APNIC,
201011,unknown,1.0,Friends,3
201011,unknown,1.0,ROVISTA,
25291,unknown,1.0,APNIC,
25291,unknown,1.0,Friends,6
25291,unknown,1.0,ROVISTA,
29505,unknown,1.0,APNIC,
29505,unknown,1.0,ROVISTA,
197524,unknown,1.0,APNIC,
197524,unknown,1.0,ROVISTA,
209493,unknown,1.0,APNIC,
39441,unknown,1.0,APNIC,
15925,unknown,1.0,APNIC,
15925,unknown,0.9354838999999999,ROVISTA,
204073,unknown,1.0,APNIC,
204073,unknown,1.0,ROVISTA,
20686,unknown,1.0,APNIC,
20686,unknown,1.0,Friends,7
20686,unknown,0.7419355,ROVISTA,
207592,unknown,1.0,APNIC,
207592,unknown,9.9,Friends,4
47610,unknown,1.0,APNIC,
47610,unknown,0.6774193600000001,ROVISTA,
202448,unknown,1.0,APNIC,
25394,unknown,1.0,APNIC,
25394,unknown,9.9,Friends,4
25394,unknown,1.0,ROVISTA,
200599,unknown,1.0,APNIC,
42184,unknown,1.0,APNIC,
42184,unknown,1.0,ROVISTA,
203924,unknown,1.0,APNIC,
208988,unknown,1.0,APNIC,
208988,unknown,1.0,ROVISTA,
30766,unknown,1.0,APNIC,
30766,unknown,1.0,ROVISTA,
15366,unknown,0.9990000000000001,APNIC,
15366,unknown,1.0,Friends,3
15366,unknown,1.0,ROVISTA,
12611,unknown,0.9965,APNIC,
12611,unknown,1.0,ROVISTA,
15943,unknown,0.9965,APNIC,
15943,unknown,1.0,Friends,3
15943,unknown,0.9354838999999999,ROVISTA,
20676,unknown,0.9964,APNIC,
20676,unknown,1.0,Friends,7
20676,unknown,1.0,ROVISTA,
8767,unknown,0.996,APNIC,
8767,unknown,1.0,Friends,7
8767,unknown,1.0,ROVISTA,
42652,unknown,0.9948999999999999,APNIC,
42652,unknown,9.9,Friends,4
42652,unknown,1.0,ROVISTA,
6724,unknown,0.9948,APNIC,
6724,unknown,1.0,ROVISTA,
210070,unknown,0.9937,APNIC,
210070,unknown,1.0,ROVISTA,
13101,unknown,0.9928,APNIC,
13101,unknown,1.0,Friends,7
13101,unknown,1.0,ROVISTA,
207821,unknown,0.9928,APNIC,
207821,unknown,1.0,ROVISTA,
9136,unknown,0.9921,APNIC,
9136,unknown,1.0,ROVISTA,
199284,unknown,0.9919,APNIC,
199284,unknown,1.0,ROVISTA,
9183,unknown,0.9915,APNIC,
29413,unknown,0.9902,APNIC,
29413,unknown,1.0,Friends,7
29413,unknown,1.0,ROVISTA,
12897,unknown,0.9891,APNIC,
34953,unknown,0.9882,APNIC,
34953,unknown,9.9,Friends,4
680,unknown,0.9867,APNIC,
680,unknown,9.9,Friends,4
680,unknown,0.7741935,ROVISTA,
553,unknown,0.9858,APNIC,
553,unknown,1.0,Friends,7
553,unknown,1.0,ROVISTA,
12816,unknown,0.9775,APNIC,
12816,unknown,0.61290324,ROVISTA,
39378,unknown,0.9153,APNIC,
197540,unknown,0.9083,APNIC,
197540,unknown,9.9,Friends,5
197540,unknown,0.9354838999999999,ROVISTA,
21413,unknown,0.865,APNIC,
21413,unknown,0.2580645,ROVISTA,
209040,unknown,0.7151000000000001,APNIC,
60729,unknown,0.6787000000000001,APNIC,
60729,unknown,1.0,ROVISTA,
50469,unknown,0.4754,APNIC,
197063,unknown,0.38270000000000004,APNIC,
197558,unknown,0.35710000000000003,APNIC,
197558,unknown,0.516129,ROVISTA,
31723,unknown,0.2959,APNIC,
62336,unknown,0.1929,APNIC,
62336,unknown,0.83870965,ROVISTA,
13045,unknown,0.1813,APNIC,
12886,unknown,0.0785,APNIC,
12886,unknown,1.0,Friends,7
31317,unknown,0.037000000000000005,APNIC,
31317,unknown,1.0,Friends,7
48284,unknown,0.0275,APNIC,
48284,unknown,1.0,ROVISTA,
398830,unknown,0.0253,APNIC,
24961,unknown,0.0197,APNIC,
24961,unknown,1.0,Friends,7
48314,unknown,0.0196,APNIC,
204548,unknown,0.0144,APNIC,
42965,unknown,0.0127,APNIC,
57935,unknown,0.0121,APNIC,
57935,unknown,9.9,Friends,4
15924,unknown,0.011200000000000002,APNIC,
44066,unknown,0.01,APNIC,
44066,unknown,1.0,Friends,7
212552,unknown,0.0096,APNIC,
212552,unknown,9.9,Friends,4
216451,unknown,0.009399999999999999,APNIC,
28753,unknown,0.009399999999999999,APNIC,
28753,unknown,9.9,Friends,5
16097,unknown,0.0089,APNIC,
16097,unknown,1.0,Friends,7
28876,unknown,0.0067,APNIC,
20773,unknown,0.005699999999999999,APNIC,
12638,unknown,0.004,APNIC,
21263,unknown,0.0039000000000000003,APNIC,
20810,unknown,0.0031,APNIC,
9063,unknown,0.0019,APNIC,
60294,unknown,0.0016,APNIC,
60294,unknown,1.0,Friends,3
60294,unknown,0.32258064,ROVISTA,
3209,unknown,0.0014000000000000002,APNIC,
3320,unknown,0.0014000000000000002,APNIC,
6805,unknown,0.001,APNIC,
58243,unknown,0.0008,APNIC,
58243,unknown,9.9,Friends,4
35244,unknown,0.0007000000000000001,APNIC,
35244,unknown,9.9,Friends,5
8881,unknown,0.0004,APNIC,
8881,unknown,1.0,Friends,3
30722,unknown,0.0004,APNIC,
30722,unknown,1.0,Friends,3
16202,unknown,0.0004,APNIC,
16202,unknown,9.9,Friends,4
20880,unknown,0.0003,APNIC,
20880,unknown,9.9,Friends,5
9145,unknown,0.0003,APNIC,
9145,unknown,1.0,Friends,6
8422,unknown,0.0003,APNIC,
8422,unknown,1.0,Friends,7
265530,unknown,1.0,APNIC,
265530,unknown,1.0,ROVISTA,
270169,unknown,1.0,APNIC,
28376,unknown,0.995,APNIC,
28376,unknown,1.0,ROVISTA,
265583,unknown,0.9837,APNIC,
265551,unknown,0.9655,APNIC,
265551,unknown,9.9,Friends,4
265551,unknown,1.0,ROVISTA,
265605,unknown,0.9651000000000001,APNIC,
265547,unknown,0.8472,APNIC,
27672,unknown,0.8454,APNIC,
28432,unknown,0.7558,APNIC,
265515,unknown,0.43939999999999996,APNIC,
28555,unknown,0.4301,APNIC,
28409,unknown,0.4241,APNIC,
28409,unknown,0.22580644,ROVISTA,
265561,unknown,0.4127,APNIC,
28434,unknown,0.3182,APNIC,
262916,unknown,0.309,APNIC,
28554,unknown,0.2978,APNIC,
265550,unknown,0.2893,APNIC,
265550,unknown,0.24137930000000002,ROVISTA,
270152,unknown,0.2786,APNIC,
28469,unknown,0.27690000000000003,APNIC,
28469,unknown,0.19354838000000002,ROVISTA,
265592,unknown,0.2242,APNIC,
265619,unknown,0.2143,APNIC,
270111,unknown,0.1934,APNIC,
265540,unknown,0.18510000000000001,APNIC,
13999,unknown,0.1794,APNIC,
265566,unknown,0.1724,APNIC,
265591,unknown,0.1322,APNIC,
265591,unknown,0.5862069,ROVISTA,
11172,unknown,0.1258,APNIC,
28516,unknown,0.1094,APNIC,
