asn,filtering,confidence,source,category
54579,unknown,0.0015,APNIC,
54579,unknown,1.0,ROVISTA,
27364,unknown,0.0014000000000000002,APNIC,
27364,unknown,9.9,Friends,5
53850,unknown,0.0014000000000000002,APNIC,
30029,unknown,0.0014000000000000002,APNIC,
30029,unknown,1.0,ROVISTA,
262287,unknown,0.0014000000000000002,APNIC,
33548,unknown,0.0013,APNIC,
33548,unknown,0.5483871,ROVISTA,
62887,unknown,0.0013,APNIC,
40861,unknown,0.0012,APNIC,
40861,unknown,0.61290324,ROVISTA,
11071,unknown,0.0012,APNIC,
46687,unknown,0.0012,APNIC,
46687,unknown,1.0,ROVISTA,
13760,unknown,0.0012,APNIC,
12231,unknown,0.0011,APNIC,
53347,unknown,0.0011,APNIC,
15108,unknown,0.0011,APNIC,
15108,unknown,9.9,Friends,4
15108,unknown,0.9032258,ROVISTA,
11272,unknown,0.0011,APNIC,
29894,unknown,0.0011,APNIC,
15171,unknown,0.001,APNIC,
20055,unknown,0.001,APNIC,
20055,unknown,1.0,Friends,3
12033,unknown,0.001,APNIC,
12033,unknown,1.0,ROVISTA,
3663,unknown,0.001,APNIC,
36374,unknown,0.001,APNIC,
13807,unknown,0.0009,APNIC,
394111,unknown,0.0009,APNIC,
40545,unknown,0.0009,APNIC,
40545,unknown,1.0,ROVISTA,
22781,unknown,0.0009,APNIC,
40317,unknown,0.0009,APNIC,
22646,unknown,0.0008,APNIC,
3737,unknown,0.0008,APNIC,
3737,unknown,1.0,ROVISTA,
5742,unknown,0.0008,APNIC,
5742,unknown,0.9032258,ROVISTA,
46375,unknown,0.0007000000000000001,APNIC,
393442,unknown,0.0007000000000000001,APNIC,
393442,unknown,1.0,ROVISTA,
11776,unknown,0.0007000000000000001,APNIC,
11776,unknown,1.0,ROVISTA,
13576,unknown,0.0007000000000000001,APNIC,
6181,unknown,0.0007000000000000001,APNIC,
30404,unknown,0.0007000000000000001,APNIC,
30404,unknown,0.9677419,ROVISTA,
5650,unknown,0.0006,APNIC,
5650,unknown,1.0,Friends,2
33616,unknown,0.0006,APNIC,
33616,unknown,1.0,ROVISTA,
5009,unknown,0.0006,APNIC,
36492,unknown,0.0005,APNIC,
13977,unknown,0.0005,APNIC,
13977,unknown,1.0,Friends,7
13977,unknown,1.0,ROVISTA,
30600,unknown,0.0005,APNIC,
30600,unknown,9.9,Friends,5
6128,unknown,0.0005,APNIC,
46690,unknown,0.0005,APNIC,
46690,unknown,9.9,Friends,5
46690,unknown,1.0,ROVISTA,
11404,unknown,0.0005,APNIC,
6300,unknown,0.0004,APNIC,
6300,unknown,1.0,ROVISTA,
5056,unknown,0.0003,APNIC,
5056,unknown,9.9,Friends,4
21565,unknown,0.0002,APNIC,
21565,unknown,1.0,ROVISTA,
7459,unknown,0.0002,APNIC,
7459,unknown,1.0,ROVISTA,
36939,unknown,1.0,APNIC,
328061,unknown,0.22699999999999998,APNIC,
38800,unknown,1.0,APNIC,
38800,unknown,1.0,ROVISTA,
17993,unknown,0.0085,APNIC,
17993,unknown,0.9677419,ROVISTA,
3855,unknown,0.9987,APNIC,
16413,unknown,0.0106,APNIC,
16413,unknown,1.0,ROVISTA,
202652,unknown,1.0,APNIC,
204595,unknown,1.0,APNIC,
8728,unknown,0.9989,APNIC,
8728,unknown,1.0,ROVISTA,
3249,unknown,0.9981,APNIC,
3249,unknown,9.9,Friends,4
3249,unknown,1.0,ROVISTA,
3221,unknown,0.9945,APNIC,
3221,unknown,1.0,Friends,7
51504,unknown,0.9934000000000001,APNIC,
51504,unknown,1.0,ROVISTA,
61307,unknown,0.0026,APNIC,
2586,unknown,0.0005,APNIC,
328549,unknown,1.0,APNIC,
37541,unknown,0.9992,APNIC,
37541,unknown,1.0,ROVISTA,
37508,unknown,0.6107,APNIC,
37508,unknown,1.0,ROVISTA,
29544,unknown,0.5898,APNIC,
29544,unknown,1.0,ROVISTA,
328997,unknown,0.22719999999999999,APNIC,
5408,unknown,1.0,APNIC,
5408,unknown,9.9,Friends,5
5408,unknown,1.0,ROVISTA,
8248,unknown,1.0,APNIC,
8248,unknown,1.0,ROVISTA,
29247,unknown,0.9995,APNIC,
29247,unknown,9.9,Friends,5
29247,unknown,1.0,ROVISTA,
1241,unknown,0.9993000000000001,APNIC,
1241,unknown,1.0,ROVISTA,
6799,unknown,0.9989,APNIC,
6799,unknown,1.0,Friends,7
6799,unknown,1.0,ROVISTA,
35506,unknown,0.9887,APNIC,
35506,unknown,1.0,ROVISTA,
199081,unknown,0.054900000000000004,APNIC,
201924,unknown,0.0147,APNIC,
201924,unknown,1.0,ROVISTA,
3329,unknown,0.0101,APNIC,
3329,unknown,9.9,Friends,5
12361,unknown,0.0092,APNIC,
25472,unknown,0.0051,APNIC,
200736,unknown,0.0028000000000000004,APNIC,
200736,unknown,1.0,Friends,7
45780,unknown,1.0,APNIC,
45780,unknown,1.0,ROVISTA,
24313,unknown,1.0,APNIC,
38611,unknown,1.0,APNIC,
38611,unknown,1.0,ROVISTA,
1221,unknown,0.9975,APNIC,
1221,unknown,9.9,Friends,5
1221,unknown,1.0,ROVISTA,
38195,unknown,0.9963,APNIC,
38195,unknown,1.0,Friends,3
38195,unknown,1.0,ROVISTA,
10143,unknown,0.9953,APNIC,
10143,unknown,1.0,Friends,7
10143,unknown,1.0,ROVISTA,
9443,unknown,0.995,APNIC,
9443,unknown,1.0,ROVISTA,
135887,unknown,0.9948,APNIC,
135887,unknown,1.0,ROVISTA,
4826,unknown,0.993,APNIC,
4826,unknown,9.9,Friends,4
4826,unknown,0.9354838999999999,ROVISTA,
133414,unknown,0.9889,APNIC,
133414,unknown,0.83870965,ROVISTA,
136994,unknown,0.9670000000000001,APNIC,
136994,unknown,1.0,ROVISTA,
8888,unknown,0.32,APNIC,
45763,unknown,0.3055,APNIC,
45763,unknown,0.4516129,ROVISTA,
2764,unknown,0.24719999999999998,APNIC,
2764,unknown,0.38709676000000004,ROVISTA,
133612,unknown,0.2457,APNIC,
45671,unknown,0.2198,APNIC,
17477,unknown,0.1446,APNIC,
17477,unknown,1.0,ROVISTA,
134697,unknown,0.053899999999999997,APNIC,
7575,unknown,0.030899999999999997,APNIC,
9723,unknown,0.0286,APNIC,
136784,unknown,0.0274,APNIC,
38172,unknown,0.0194,APNIC,
38172,unknown,1.0,ROVISTA,
134067,unknown,0.015600000000000001,APNIC,
7474,unknown,0.013600000000000001,APNIC,
207459,unknown,0.013500000000000002,APNIC,
55543,unknown,0.0125,APNIC,
137549,unknown,0.012,APNIC,
18345,unknown,0.0109,APNIC,
136557,unknown,0.0105,APNIC,
4739,unknown,0.0076,APNIC,
135126,unknown,0.006999999999999999,APNIC,
7477,unknown,0.0045000000000000005,APNIC,
7477,unknown,0.16129032,ROVISTA,
137409,unknown,0.0043,APNIC,
7600,unknown,0.0042,APNIC,
4804,unknown,0.0022,APNIC,
4764,unknown,0.0018,APNIC,
4764,unknown,1.0,Friends,3
4764,unknown,1.0,ROVISTA,
133480,unknown,0.0013,APNIC,
24033,unknown,0.0013,APNIC,
18390,unknown,0.0008,APNIC,
7545,unknown,0.0007000000000000001,APNIC,
14709,unknown,0.9998,APNIC,
14709,unknown,0.6451613,ROVISTA,
18809,unknown,0.9994,APNIC,
18809,unknown,0.7741935,ROVISTA,
28005,unknown,0.9994,APNIC,
21599,unknown,0.9498000000000001,APNIC,
21599,unknown,9.9,Friends,5
21599,unknown,0.6774193600000001,ROVISTA,
265867,unknown,0.0472,APNIC,
11556,unknown,0.0146,APNIC,
8708,unknown,0.9974,APNIC,
8708,unknown,1.0,ROVISTA,
2614,unknown,0.017,APNIC,
2614,unknown,1.0,Friends,6
3223,unknown,0.005699999999999999,APNIC,
3223,unknown,9.9,Friends,5
3223,unknown,0.4516129,ROVISTA,
31313,unknown,0.0034999999999999996,APNIC,
35725,unknown,0.0023,APNIC,
9050,unknown,0.0013,APNIC,
9050,unknown,1.0,Friends,6
8953,unknown,0.0013,APNIC,
12302,unknown,0.0009,APNIC,
12302,unknown,9.9,Friends,4
37094,unknown,0.9994,APNIC,
37094,unknown,1.0,ROVISTA,
37203,unknown,0.0189,APNIC,
37203,unknown,0.7419355,ROVISTA,
328196,unknown,0.013300000000000001,APNIC,
37410,unknown,0.0078000000000000005,APNIC,
43905,unknown,1.0,APNIC,
43905,unknown,1.0,ROVISTA,
224,unknown,1.0,APNIC,
224,unknown,1.0,ROVISTA,
49455,unknown,1.0,APNIC,
206774,unknown,1.0,APNIC,
206774,unknown,1.0,Friends,7
41164,unknown,1.0,APNIC,
41164,unknown,1.0,Friends,7
41164,unknown,1.0,ROVISTA,
25400,unknown,1.0,APNIC,
25400,unknown,9.9,Friends,4
25400,unknown,1.0,ROVISTA,
203995,unknown,0.9994,APNIC,
29695,unknown,0.9994,APNIC,
12929,unknown,0.9963,APNIC,
12929,unknown,1.0,ROVISTA,
62225,unknown,0.9582999999999999,APNIC,
62225,unknown,1.0,ROVISTA,
203424,unknown,0.9336,APNIC,
203424,unknown,1.0,ROVISTA,
61275,unknown,0.8621,APNIC,
61275,unknown,1.0,ROVISTA,
43568,unknown,0.8128,APNIC,
58264,unknown,0.76,APNIC,
58264,unknown,1.0,ROVISTA,
5377,unknown,0.6667000000000001,APNIC,
5377,unknown,0.9354838999999999,ROVISTA,
15659,unknown,0.3444,APNIC,
15659,unknown,0.9677419,ROVISTA,
52157,unknown,0.27399999999999997,APNIC,
16185,unknown,0.2685,APNIC,
197212,unknown,0.0917,APNIC,
29492,unknown,0.0873,APNIC,
29492,unknown,1.0,ROVISTA,
35132,unknown,0.0592,APNIC,
35132,unknown,9.9,Friends,5
35132,unknown,1.0,ROVISTA,
210150,unknown,0.0507,APNIC,
210150,unknown,1.0,ROVISTA,
204996,unknown,0.0333,APNIC,
34087,unknown,0.031400000000000004,APNIC,
8542,unknown,0.0248,APNIC,
8542,unknown,1.0,ROVISTA,
200665,unknown,0.0092,APNIC,
8896,unknown,0.0067,APNIC,
34989,unknown,0.0038,APNIC,
2116,unknown,0.0037,APNIC,
206804,unknown,1.0,APNIC,
6661,unknown,0.9981,APNIC,
6661,unknown,9.9,Friends,4
6661,unknown,1.0,ROVISTA,
2602,unknown,0.9871,APNIC,
2602,unknown,1.0,ROVISTA,
206610,unknown,0.2571,APNIC,
206610,unknown,1.0,Friends,7
47377,unknown,0.0034999999999999996,APNIC,
47377,unknown,1.0,Friends,6
9008,unknown,0.0028000000000000004,APNIC,
204279,unknown,0.0022,APNIC,
38198,unknown,1.0,APNIC,
38201,unknown,0.009399999999999999,APNIC,
38201,unknown,1.0,ROVISTA,
8758,unknown,1.0,APNIC,
8758,unknown,1.0,Friends,7
8758,unknown,0.8064516,ROVISTA,
57370,unknown,1.0,APNIC,
57370,unknown,9.9,Friends,4
57370,unknown,0.9354838999999999,ROVISTA,
21069,unknown,1.0,APNIC,
21069,unknown,0.9677419,ROVISTA,
51852,unknown,1.0,APNIC,
51852,unknown,0.9677419,ROVISTA,
3303,unknown,0.9978,APNIC,
3303,unknown,1.0,Friends,3
3303,unknown,1.0,ROVISTA,
13030,unknown,0.9881,APNIC,
41549,unknown,0.6825,APNIC,
41549,unknown,0.32258064,ROVISTA,
6830,unknown,0.0843,APNIC,
6830,unknown,1.0,Friends,3
6830,unknown,1.0,ROVISTA,
15547,unknown,0.0144,APNIC,
6730,unknown,0.0086,APNIC,
6730,unknown,1.0,Friends,7
559,unknown,0.008100000000000001,APNIC,
559,unknown,1.0,Friends,7
16705,unknown,1.0,APNIC,
16705,unknown,0.516129,ROVISTA,
21744,unknown,1.0,APNIC,
21744,unknown,0.6451613,ROVISTA,
36549,unknown,0.9786,APNIC,
36549,unknown,0.5483871,ROVISTA,
13771,unknown,0.8641,APNIC,
30689,unknown,0.06,APNIC,
29286,unknown,1.0,APNIC,
29286,unknown,9.9,Friends,5
29286,unknown,0.9354838999999999,ROVISTA,
201843,unknown,1.0,APNIC,
201843,unknown,1.0,ROVISTA,
58327,unknown,1.0,APNIC,
57269,unknown,0.9993000000000001,APNIC,
57269,unknown,1.0,Friends,3
57269,unknown,1.0,ROVISTA,
202503,unknown,0.9925,APNIC,
202503,unknown,1.0,ROVISTA,
16030,unknown,0.987,APNIC,
16030,unknown,0.9354838999999999,ROVISTA,
200030,unknown,0.9817,APNIC,
200030,unknown,1.0,Friends,6
200030,unknown,1.0,ROVISTA,
12479,unknown,0.9788,APNIC,
12479,unknown,1.0,Friends,2
12479,unknown,1.0,ROVISTA,
57979,unknown,0.9649,APNIC,
3262,unknown,0.9489,APNIC,
3262,unknown,1.0,Friends,6
3262,unknown,1.0,ROVISTA,
3352,unknown,0.8540000000000001,APNIC,
3352,unknown,1.0,ROVISTA,
211874,unknown,0.6328,APNIC,
209344,unknown,0.5977,APNIC,
212097,unknown,0.3803,APNIC,
62332,unknown,0.3651,APNIC,
203712,unknown,0.29359999999999997,APNIC,
34285,unknown,0.2644,APNIC,
39155,unknown,0.0581,APNIC,
39155,unknown,0.16129032,ROVISTA,
197991,unknown,0.057699999999999994,APNIC,
209087,unknown,0.0253,APNIC,
39020,unknown,0.0192,APNIC,
39020,unknown,9.9,Friends,4
12946,unknown,0.015600000000000001,APNIC,
16039,unknown,0.013600000000000001,APNIC,
50564,unknown,0.0105,APNIC,
12334,unknown,0.0104,APNIC,
43833,unknown,0.0098,APNIC,
200064,unknown,0.0085,APNIC,
12338,unknown,0.008199999999999999,APNIC,
202829,unknown,0.0070999999999999995,APNIC,
15704,unknown,0.0066,APNIC,
15704,unknown,1.0,Friends,2
207174,unknown,0.0064,APNIC,
203600,unknown,0.0062,APNIC,
12430,unknown,0.006,APNIC,
12430,unknown,1.0,Friends,3
766,unknown,0.0045000000000000005,APNIC,
766,unknown,1.0,Friends,7
34471,unknown,0.0037,APNIC,
34471,unknown,1.0,Friends,7
57910,unknown,0.0036,APNIC,
202766,unknown,0.0034999999999999996,APNIC,
202513,unknown,0.0032,APNIC,
199496,unknown,0.0032,APNIC,
205718,unknown,0.0032,APNIC,
200845,unknown,0.0025,APNIC,
200845,unknown,9.9,Friends,5
29119,unknown,0.0024,APNIC,
29119,unknown,1.0,Friends,2
209835,unknown,0.0016,APNIC,
201746,unknown,0.001,APNIC,
35699,unknown,0.0009,APNIC,
6739,unknown,0.0006,APNIC,
266698,unknown,1.0,APNIC,
266698,unknown,0.8620689499999998,ROVISTA,
267796,unknown,1.0,APNIC,
267810,unknown,1.0,APNIC,
269746,unknown,1.0,APNIC,
269746,unknown,0.53846157,ROVISTA,
270062,unknown,1.0,APNIC,
270062,unknown,0.30769232,ROVISTA,
267929,unknown,1.0,APNIC,
266860,unknown,1.0,APNIC,
266860,unknown,0.7241379000000001,ROVISTA,
272139,unknown,1.0,APNIC,
267890,unknown,1.0,APNIC,
271952,unknown,1.0,APNIC,
267790,unknown,1.0,APNIC,
267790,unknown,0.7941176,ROVISTA,
22368,unknown,0.9961,APNIC,
27650,unknown,0.9939,APNIC,
27650,unknown,0.87096775,ROVISTA,
272896,unknown,0.9912000000000001,APNIC,
269855,unknown,0.9889,APNIC,
267857,unknown,0.9878,APNIC,
26611,unknown,0.9872,APNIC,
3816,unknown,0.9831,APNIC,
3816,unknown,9.9,Friends,4
272953,unknown,0.9781,APNIC,
265629,unknown,0.9721,APNIC,
265629,unknown,1.0,ROVISTA,
267834,unknown,0.9346,APNIC,
264646,unknown,0.9262,APNIC,
272024,unknown,0.7664,APNIC,
272043,unknown,0.76,APNIC,
265688,unknown,0.7061,APNIC,
265688,unknown,9.9,Friends,4
265688,unknown,0.24137930000000002,ROVISTA,
27941,unknown,0.6279,APNIC,
27941,unknown,0.16129032,ROVISTA,
10620,unknown,0.6238,APNIC,
265705,unknown,0.5478000000000001,APNIC,
18747,unknown,0.4867,APNIC,
264796,unknown,0.4576,APNIC,
264796,unknown,0.53846157,ROVISTA,
27951,unknown,0.4207,APNIC,
27951,unknown,0.19354838000000002,ROVISTA,
270020,unknown,0.3383,APNIC,
52468,unknown,0.29059999999999997,APNIC,
262220,unknown,0.2651,APNIC,
263210,unknown,0.22699999999999998,APNIC,
263210,unknown,0.46153846000000004,ROVISTA,
271773,unknown,0.209,APNIC,
14080,unknown,0.19640000000000002,APNIC,
262928,unknown,0.17980000000000002,APNIC,
262928,unknown,1.0,ROVISTA,
265693,unknown,0.15380000000000002,APNIC,
272937,unknown,0.094,APNIC,
269822,unknown,0.08289999999999999,APNIC,
267823,unknown,0.0809,APNIC,
267823,unknown,0.31034482,ROVISTA,
272988,unknown,0.0536,APNIC,
265855,unknown,0.0436,APNIC,
265855,unknown,0.55172414,ROVISTA,
19429,unknown,0.0395,APNIC,
269895,unknown,0.0368,APNIC,
266832,unknown,0.0308,APNIC,
272156,unknown,0.029900000000000003,APNIC,
270035,unknown,0.024700000000000003,APNIC,
27695,unknown,0.0223,APNIC,
52320,unknown,0.0208,APNIC,
269735,unknown,0.0208,APNIC,
271903,unknown,0.0189,APNIC,
272859,unknown,0.0149,APNIC,
262186,unknown,0.013999999999999999,APNIC,
267757,unknown,0.0139,APNIC,
267708,unknown,0.0131,APNIC,
267708,unknown,0.375,ROVISTA,
267832,unknown,0.0125,APNIC,
262191,unknown,0.0123,APNIC,
262589,unknown,0.011899999999999999,APNIC,
270088,unknown,0.011399999999999999,APNIC,
272851,unknown,0.0113,APNIC,
27831,unknown,0.011000000000000001,APNIC,
27831,unknown,9.9,Friends,5
270075,unknown,0.009899999999999999,APNIC,
271792,unknown,0.0098,APNIC,
23520,unknown,0.0097,APNIC,
269742,unknown,0.0087,APNIC,
27845,unknown,0.0085,APNIC,
27845,unknown,9.9,Friends,4
267777,unknown,0.0069,APNIC,
272869,unknown,0.0060999999999999995,APNIC,
13489,unknown,0.0046,APNIC,
13489,unknown,1.0,Friends,6
13489,unknown,0.12903225,ROVISTA,
27837,unknown,0.0033,APNIC,
27837,unknown,0.32258064,ROVISTA,
269804,unknown,0.0033,APNIC,
10299,unknown,0.0024,APNIC,
10299,unknown,9.9,Friends,4
10299,unknown,0.29032257,ROVISTA,
30985,unknown,0.898,APNIC,
328253,unknown,0.2778,APNIC,
328253,unknown,1.0,ROVISTA,
21271,unknown,0.0202,APNIC,
21271,unknown,0.3548387,ROVISTA,
36864,unknown,0.0072,APNIC,
202243,unknown,1.0,APNIC,
202243,unknown,1.0,ROVISTA,
39201,unknown,1.0,APNIC,
8990,unknown,1.0,APNIC,
8990,unknown,0.9354838999999999,ROVISTA,
59869,unknown,1.0,APNIC,
212910,unknown,1.0,APNIC,
41627,unknown,1.0,APNIC,
41627,unknown,1.0,ROVISTA,
5483,unknown,0.9976,APNIC,
12301,unknown,0.9972,APNIC,
12301,unknown,1.0,Friends,7
12301,unknown,1.0,ROVISTA,
42232,unknown,0.983,APNIC,
42232,unknown,1.0,ROVISTA,
197248,unknown,0.9792000000000001,APNIC,
197248,unknown,0.38709676000000004,ROVISTA,
47169,unknown,0.1875,APNIC,
47169,unknown,1.0,Friends,6
44789,unknown,0.10529999999999999,APNIC,
29278,unknown,0.0169,APNIC,
197862,unknown,0.0132,APNIC,
1955,unknown,0.0063,APNIC,
1955,unknown,1.0,Friends,7
8462,unknown,0.0043,APNIC,
8462,unknown,1.0,ROVISTA,
21334,unknown,0.0027,APNIC,
21334,unknown,1.0,Friends,6
213155,unknown,0.002,APNIC,
43529,unknown,0.0016,APNIC,
43529,unknown,1.0,ROVISTA,
20845,unknown,0.0007000000000000001,APNIC,
328191,unknown,0.5523,APNIC,
328191,unknown,0.26923078,ROVISTA,
28024,unknown,1.0,APNIC,
28024,unknown,1.0,ROVISTA,
26210,unknown,0.9939,APNIC,
26210,unknown,9.9,Friends,4
26210,unknown,1.0,ROVISTA,
25620,unknown,0.9939,APNIC,
25620,unknown,1.0,ROVISTA,
263242,unknown,0.8582,APNIC,
263242,unknown,1.0,ROVISTA,
27882,unknown,0.6138,APNIC,
27882,unknown,1.0,ROVISTA,
27839,unknown,0.5647,APNIC,
267685,unknown,0.3354,APNIC,
265814,unknown,0.3333,APNIC,
265814,unknown,1.0,ROVISTA,
269797,unknown,0.1457,APNIC,
6568,unknown,0.0953,APNIC,
6568,unknown,9.9,Friends,4
6568,unknown,1.0,ROVISTA,
262159,unknown,0.0108,APNIC,
263185,unknown,1.0,APNIC,
272059,unknown,1.0,APNIC,
266757,unknown,1.0,APNIC,
272830,unknown,1.0,APNIC,
267815,unknown,1.0,APNIC,
267815,unknown,1.0,ROVISTA,
272838,unknown,1.0,APNIC,
272106,unknown,1.0,APNIC,
269843,unknown,0.9959,APNIC,
264783,unknown,0.993,APNIC,
264783,unknown,1.0,ROVISTA,
265691,unknown,0.9883,APNIC,
269981,unknown,0.9873000000000001,APNIC,
399382,unknown,0.9847,APNIC,
270023,unknown,0.9841,APNIC,
272978,unknown,0.9699,APNIC,
3132,unknown,0.9541,APNIC,
269826,unknown,0.9433,APNIC,
263224,unknown,0.9098,APNIC,
271835,unknown,0.8787999999999999,APNIC,
263189,unknown,0.8592,APNIC,
6147,unknown,0.7933,APNIC,
6147,unknown,1.0,ROVISTA,
271842,unknown,0.7523000000000001,APNIC,
272045,unknown,0.6567000000000001,APNIC,
267831,unknown,0.5959,APNIC,
267831,unknown,0.3448276,ROVISTA,
262210,unknown,0.5406,APNIC,
262210,unknown,0.3548387,ROVISTA,
271857,unknown,0.4857,APNIC,
272979,unknown,0.2642,APNIC,
270007,unknown,0.2583,APNIC,
266732,unknown,0.22219999999999998,APNIC,
22411,unknown,0.1886,APNIC,
22411,unknown,0.3548387,ROVISTA,
269913,unknown,0.17809999999999998,APNIC,
273133,unknown,0.13269999999999998,APNIC,
269862,unknown,0.1092,APNIC,
272836,unknown,0.0553,APNIC,
273000,unknown,0.055,APNIC,
27843,unknown,0.0363,APNIC,
27843,unknown,1.0,ROVISTA,
269857,unknown,0.034,APNIC,
262253,unknown,0.0327,APNIC,
19180,unknown,0.026600000000000002,APNIC,
269938,unknown,0.0216,APNIC,
273024,unknown,0.0161,APNIC,
271814,unknown,0.0128,APNIC,
267749,unknown,0.0086,APNIC,
267749,unknown,1.0,ROVISTA,
269894,unknown,0.0083,APNIC,
270037,unknown,0.0083,APNIC,
270006,unknown,0.0067,APNIC,
28032,unknown,0.0063,APNIC,
270068,unknown,0.0048,APNIC,
271868,unknown,0.004699999999999999,APNIC,
271868,unknown,0.7307692,ROVISTA,
12252,unknown,0.0039000000000000003,APNIC,
267904,unknown,0.0038,APNIC,
21575,unknown,0.0022,APNIC,
34001,unknown,1.0,APNIC,
34001,unknown,1.0,ROVISTA,
44483,unknown,1.0,APNIC,
24921,unknown,0.9987999999999999,APNIC,
5518,unknown,0.9881,APNIC,
5518,unknown,9.9,Friends,5
5518,unknown,1.0,ROVISTA,
24651,unknown,0.0040999999999999995,APNIC,
24651,unknown,0.6774193600000001,ROVISTA,
12578,unknown,0.0006,APNIC,
30923,unknown,1.0,APNIC,
30923,unknown,1.0,ROVISTA,
50331,unknown,1.0,APNIC,
50331,unknown,1.0,ROVISTA,
35745,unknown,1.0,APNIC,
212344,unknown,1.0,APNIC,
50349,unknown,1.0,APNIC,
50349,unknown,1.0,ROVISTA,
42673,unknown,1.0,APNIC,
42673,unknown,0.9354838999999999,ROVISTA,
61242,unknown,1.0,APNIC,
29007,unknown,1.0,APNIC,
29007,unknown,1.0,ROVISTA,
57718,unknown,1.0,APNIC,
57718,unknown,1.0,ROVISTA,
202942,unknown,1.0,APNIC,
3169,unknown,1.0,APNIC,
43495,unknown,1.0,APNIC,
43495,unknown,1.0,ROVISTA,
57896,unknown,1.0,APNIC,
196776,unknown,1.0,APNIC,
50121,unknown,1.0,APNIC,
50121,unknown,1.0,ROVISTA,
210246,unknown,1.0,APNIC,
204376,unknown,1.0,APNIC,
57594,unknown,1.0,APNIC,
57594,unknown,1.0,ROVISTA,
50550,unknown,1.0,APNIC,
50550,unknown,1.0,Friends,6
50550,unknown,0.32258064,ROVISTA,
41809,unknown,1.0,APNIC,
41809,unknown,1.0,ROVISTA,
199510,unknown,1.0,APNIC,
57263,unknown,1.0,APNIC,
43939,unknown,0.9992,APNIC,
43939,unknown,1.0,ROVISTA,
5617,unknown,0.9986,APNIC,
5617,unknown,1.0,Friends,3
5617,unknown,1.0,ROVISTA,
12741,unknown,0.9974,APNIC,
12741,unknown,1.0,Friends,3
12741,unknown,1.0,ROVISTA,
202004,unknown,0.9971,APNIC,
44692,unknown,0.9951000000000001,APNIC,
35007,unknown,0.995,APNIC,
35007,unknown,1.0,ROVISTA,
44061,unknown,0.9943000000000001,APNIC,
44061,unknown,0.32258064,ROVISTA,
50411,unknown,0.9943000000000001,APNIC,
20960,unknown,0.9913,APNIC,
20960,unknown,1.0,ROVISTA,
31242,unknown,0.9903,APNIC,
31242,unknown,1.0,Friends,6
31242,unknown,0.7741935,ROVISTA,
50767,unknown,0.9903,APNIC,
50767,unknown,1.0,ROVISTA,
33951,unknown,0.9889,APNIC,
33951,unknown,1.0,ROVISTA,
198525,unknown,0.9886,APNIC,
51792,unknown,0.9861,APNIC,
198935,unknown,0.9843999999999999,APNIC,
198935,unknown,1.0,ROVISTA,
33901,unknown,0.98,APNIC,
33901,unknown,1.0,ROVISTA,
50247,unknown,0.9732,APNIC,
50247,unknown,1.0,Friends,6
62201,unknown,0.9608,APNIC,
42266,unknown,0.9595,APNIC,
35463,unknown,0.9412,APNIC,
41421,unknown,0.8868,APNIC,
41421,unknown,1.0,ROVISTA,
198000,unknown,0.8690000000000001,APNIC,
212163,unknown,0.8559,APNIC,
212163,unknown,1.0,ROVISTA,
197437,unknown,0.84,APNIC,
42914,unknown,0.8119,APNIC,
42914,unknown,1.0,ROVISTA,
43420,unknown,0.7988,APNIC,
60920,unknown,0.7778,APNIC,
56709,unknown,0.7493000000000001,APNIC,
56709,unknown,1.0,ROVISTA,
58321,unknown,0.7312000000000001,APNIC,
58321,unknown,1.0,ROVISTA,
197181,unknown,0.7059000000000001,APNIC,
30975,unknown,0.6603,APNIC,
202050,unknown,0.6466,APNIC,
202050,unknown,1.0,ROVISTA,
35378,unknown,0.6325,APNIC,
35378,unknown,1.0,Friends,3
35378,unknown,0.7096774,ROVISTA,
41356,unknown,0.6103999999999999,APNIC,
41356,unknown,1.0,ROVISTA,
49743,unknown,0.5984,APNIC,
49743,unknown,0.61290324,ROVISTA,
198023,unknown,0.5618,APNIC,
198023,unknown,1.0,ROVISTA,
50606,unknown,0.5149,APNIC,
197979,unknown,0.48229999999999995,APNIC,
197979,unknown,1.0,ROVISTA,
31608,unknown,0.4029,APNIC,
31608,unknown,0.32258064,ROVISTA,
198906,unknown,0.3889,APNIC,
57121,unknown,0.37579999999999997,APNIC,
51399,unknown,0.3667,APNIC,
51399,unknown,9.9,Friends,5
51399,unknown,1.0,ROVISTA,
198277,unknown,0.34450000000000003,APNIC,
207156,unknown,0.3354,APNIC,
207156,unknown,1.0,Friends,6
207156,unknown,0.29032257,ROVISTA,
31423,unknown,0.3267,APNIC,
31423,unknown,1.0,ROVISTA,
56391,unknown,0.28300000000000003,APNIC,
56391,unknown,0.7096774,ROVISTA,
199413,unknown,0.198,APNIC,
50661,unknown,0.18100000000000002,APNIC,
50661,unknown,1.0,Friends,7
50661,unknown,0.7741935,ROVISTA,
47252,unknown,0.13269999999999998,APNIC,
204522,unknown,0.129,APNIC,
201725,unknown,0.1277,APNIC,
210558,unknown,0.0508,APNIC,
199113,unknown,0.031200000000000002,APNIC,
197840,unknown,0.0282,APNIC,
198424,unknown,0.0235,APNIC,
197667,unknown,0.023,APNIC,
35787,unknown,0.02,APNIC,
200088,unknown,0.0192,APNIC,
206957,unknown,0.0161,APNIC,
206957,unknown,9.9,Friends,4
20938,unknown,0.0149,APNIC,
60534,unknown,0.013300000000000001,APNIC,
